,Min Delay
34435,Medium Delay
19746,Short Delay
11931,Short Delay
8677,Medium Delay
23856,Medium Delay
14713,Short Delay
13807,Short Delay
19606,Medium Delay
21806,Short Delay
1124,Short Delay
8829,Medium Delay
9030,Medium Delay
19652,Short Delay
22344,Short Delay
25129,Long Delay
9721,Short Delay
18419,Short Delay
28953,Medium Delay
9449,Long Delay
4924,Medium Delay
20847,Short Delay
13257,Short Delay
15687,Medium Delay
19602,Medium Delay
24917,Medium Delay
3819,Medium Delay
31341,Medium Delay
33614,Long Delay
8676,Medium Delay
18194,Medium Delay
30500,Medium Delay
33553,Short Delay
33311,Long Delay
19664,Medium Delay
22648,Medium Delay
894,Short Delay
19666,Medium Delay
33014,Medium Delay
15413,Long Delay
12351,Medium Delay
27041,Short Delay
21586,Short Delay
18433,Medium Delay
17544,Short Delay
33774,Short Delay
20899,Short Delay
30317,Medium Delay
9634,Long Delay
29228,Short Delay
33125,Short Delay
30641,Short Delay
34802,Medium Delay
5843,Medium Delay
727,Medium Delay
22695,Long Delay
20497,Medium Delay
16741,Short Delay
19174,Short Delay
21625,Medium Delay
35251,Short Delay
33933,Short Delay
2855,Medium Delay
22719,Medium Delay
7626,Short Delay
7478,Short Delay
6351,Medium Delay
28639,Medium Delay
16945,Medium Delay
13418,Long Delay
20055,Short Delay
15982,Short Delay
32009,Short Delay
10066,Medium Delay
7566,Short Delay
953,Medium Delay
17933,Medium Delay
25224,Short Delay
33216,Medium Delay
28450,Short Delay
3071,Short Delay
6190,Short Delay
27574,Short Delay
28533,Short Delay
10128,Medium Delay
13351,Medium Delay
3117,Short Delay
20754,Medium Delay
5171,Short Delay
1148,Medium Delay
23357,Medium Delay
35013,Medium Delay
13298,Short Delay
428,Medium Delay
28049,Medium Delay
22613,Medium Delay
17506,Medium Delay
30692,Short Delay
23106,Long Delay
4174,Medium Delay
11918,Short Delay
10946,Short Delay
22877,Medium Delay
15690,Medium Delay
18853,Medium Delay
8929,Short Delay
15635,Long Delay
4136,Long Delay
17957,Long Delay
33462,Medium Delay
26227,Short Delay
26128,Long Delay
34089,Medium Delay
23590,Medium Delay
33636,Short Delay
25,Short Delay
8023,Long Delay
26302,Short Delay
31277,Short Delay
2712,Short Delay
1463,Medium Delay
28752,Long Delay
34755,Medium Delay
3921,Long Delay
35183,Medium Delay
34530,Short Delay
28847,Short Delay
1178,Short Delay
29625,Short Delay
24786,Short Delay
17035,Short Delay
16769,Long Delay
21387,Short Delay
14689,Short Delay
31124,Short Delay
1564,Long Delay
531,Short Delay
28625,Long Delay
26437,Medium Delay
8624,Medium Delay
8919,Medium Delay
34084,Medium Delay
4068,Medium Delay
17803,Long Delay
2041,Short Delay
6472,Long Delay
5860,Medium Delay
911,Short Delay
1639,Short Delay
3086,Medium Delay
23419,Short Delay
15583,Medium Delay
6278,Long Delay
33476,Short Delay
25035,Medium Delay
22486,Medium Delay
9799,Short Delay
23516,Short Delay
9738,Short Delay
30774,Short Delay
34778,Medium Delay
3179,Medium Delay
21285,Short Delay
34747,Medium Delay
32226,Medium Delay
19121,Long Delay
29592,Short Delay
28383,Medium Delay
29038,Medium Delay
32249,Medium Delay
4877,Short Delay
14912,Short Delay
16974,Medium Delay
3865,Medium Delay
33613,Short Delay
7134,Medium Delay
23946,Short Delay
31200,Long Delay
30663,Medium Delay
9326,Short Delay
29710,Long Delay
21542,Short Delay
4485,Medium Delay
275,Medium Delay
25593,Short Delay
3926,Short Delay
26359,Short Delay
13562,Short Delay
28984,Short Delay
4717,Medium Delay
6881,Medium Delay
8148,Medium Delay
34849,Short Delay
31447,Short Delay
20671,Long Delay
19549,Medium Delay
9147,Short Delay
8754,Short Delay
4845,Short Delay
29830,Medium Delay
16211,Short Delay
32551,Medium Delay
14518,Medium Delay
32833,Long Delay
11072,Medium Delay
30987,Medium Delay
13626,Medium Delay
29264,Medium Delay
27070,Short Delay
32639,Medium Delay
18844,Medium Delay
29334,Short Delay
3863,Medium Delay
4257,Short Delay
24826,Medium Delay
25590,Short Delay
12657,Short Delay
3814,Short Delay
25415,Short Delay
6928,Short Delay
17370,Medium Delay
4908,Short Delay
10971,Short Delay
17539,Short Delay
23980,Medium Delay
12757,Medium Delay
26043,Medium Delay
18873,Short Delay
16032,Short Delay
17862,Short Delay
4315,Long Delay
2537,Short Delay
8569,Medium Delay
10061,Short Delay
12035,Medium Delay
21139,Short Delay
34844,Short Delay
311,Short Delay
7142,Short Delay
27429,Long Delay
14956,Medium Delay
19850,Medium Delay
32681,Short Delay
23680,Medium Delay
21527,Short Delay
18097,Medium Delay
21008,Medium Delay
14980,Short Delay
21315,Medium Delay
9826,Medium Delay
19037,Short Delay
19903,Long Delay
25258,Medium Delay
29028,Short Delay
13732,Short Delay
710,Short Delay
25408,Medium Delay
3870,Short Delay
22912,Medium Delay
15190,Long Delay
17528,Short Delay
7916,Short Delay
16284,Medium Delay
24737,Short Delay
33952,Medium Delay
18577,Short Delay
23000,Short Delay
6405,Long Delay
29466,Short Delay
9788,Short Delay
28820,Long Delay
8249,Long Delay
9590,Short Delay
15996,Short Delay
19478,Short Delay
3818,Long Delay
21277,Short Delay
13516,Long Delay
21778,Medium Delay
23863,Short Delay
8661,Short Delay
31900,Medium Delay
24629,Long Delay
22361,Short Delay
19743,Medium Delay
17806,Medium Delay
2239,Medium Delay
25771,Medium Delay
15443,Short Delay
11565,Short Delay
27927,Short Delay
25584,Short Delay
11170,Medium Delay
2617,Medium Delay
31722,Short Delay
15421,Medium Delay
10713,Medium Delay
7637,Short Delay
7649,Short Delay
17006,Short Delay
10907,Medium Delay
23598,Medium Delay
20816,Medium Delay
18575,Medium Delay
9587,Medium Delay
13672,Short Delay
2685,Long Delay
14860,Short Delay
11395,Short Delay
10508,Short Delay
4286,Medium Delay
22529,Short Delay
17155,Medium Delay
3433,Short Delay
7759,Long Delay
30892,Long Delay
7570,Medium Delay
26675,Short Delay
3331,Long Delay
20881,Short Delay
29630,Medium Delay
15022,Short Delay
18675,Short Delay
15488,Short Delay
32642,Medium Delay
393,Short Delay
20314,Medium Delay
11304,Medium Delay
2302,Short Delay
6264,Medium Delay
20683,Short Delay
30694,Medium Delay
17240,Short Delay
26970,Short Delay
19347,Medium Delay
26016,Medium Delay
33069,Medium Delay
2651,Long Delay
30727,Medium Delay
34416,Short Delay
698,Short Delay
10914,Medium Delay
17170,Medium Delay
31671,Medium Delay
2992,Short Delay
14984,Short Delay
25860,Short Delay
31110,Short Delay
8043,Short Delay
33587,Short Delay
1456,Short Delay
14671,Long Delay
9201,Short Delay
25524,Short Delay
6020,Short Delay
9220,Medium Delay
27627,Medium Delay
13843,Short Delay
14679,Short Delay
16326,Medium Delay
15447,Short Delay
931,Medium Delay
20790,Short Delay
25150,Short Delay
8358,Short Delay
16596,Short Delay
9584,Medium Delay
19195,Medium Delay
31627,Medium Delay
15524,Medium Delay
21598,Short Delay
24718,Medium Delay
17433,Short Delay
27606,Short Delay
27727,Medium Delay
4383,Medium Delay
10784,Medium Delay
23755,Short Delay
32331,Short Delay
30308,Medium Delay
15637,Short Delay
30032,Short Delay
4667,Short Delay
16413,Medium Delay
26987,Short Delay
27965,Medium Delay
34638,Medium Delay
26429,Short Delay
26403,Medium Delay
22977,Short Delay
17980,Short Delay
14955,Short Delay
22987,Short Delay
11314,Medium Delay
14731,Short Delay
5041,Medium Delay
9347,Medium Delay
28109,Short Delay
26806,Medium Delay
16667,Medium Delay
11683,Short Delay
33030,Long Delay
480,Short Delay
26271,Short Delay
13510,Medium Delay
33360,Short Delay
27875,Short Delay
10469,Long Delay
12542,Short Delay
25973,Medium Delay
22637,Short Delay
10629,Long Delay
19398,Short Delay
4491,Short Delay
20343,Short Delay
14931,Short Delay
26847,Long Delay
8740,Medium Delay
5194,Short Delay
24228,Long Delay
2546,Medium Delay
23216,Short Delay
20137,Long Delay
1281,Long Delay
30710,Medium Delay
20979,Short Delay
11725,Medium Delay
5342,Short Delay
2598,Short Delay
6921,Short Delay
10253,Long Delay
29292,Medium Delay
29624,Long Delay
33812,Medium Delay
23476,Short Delay
30156,Medium Delay
25640,Long Delay
2507,Short Delay
28265,Short Delay
6199,Medium Delay
32130,Medium Delay
1398,Short Delay
31017,Short Delay
10625,Medium Delay
28884,Short Delay
1856,Medium Delay
27942,Short Delay
33118,Long Delay
26013,Medium Delay
30204,Short Delay
19099,Short Delay
3151,Medium Delay
10785,Medium Delay
2033,Short Delay
7599,Medium Delay
21611,Medium Delay
18465,Medium Delay
19474,Medium Delay
26479,Medium Delay
35127,Long Delay
2016,Short Delay
23434,Medium Delay
34375,Medium Delay
29662,Medium Delay
26758,Medium Delay
33936,Medium Delay
24251,Short Delay
22489,Medium Delay
34982,Short Delay
32984,Short Delay
25645,Short Delay
1693,Medium Delay
8230,Short Delay
34053,Medium Delay
27160,Medium Delay
13713,Short Delay
4444,Medium Delay
34369,Medium Delay
16385,Short Delay
27306,Short Delay
18099,Medium Delay
23814,Medium Delay
18744,Short Delay
29505,Short Delay
13303,Medium Delay
125,Medium Delay
19807,Short Delay
18526,Medium Delay
33090,Medium Delay
3784,Short Delay
5793,Short Delay
28223,Short Delay
20342,Medium Delay
20747,Short Delay
26400,Medium Delay
465,Short Delay
19452,Short Delay
3893,Long Delay
12157,Medium Delay
15376,Short Delay
8077,Long Delay
9663,Medium Delay
9150,Medium Delay
2892,Short Delay
2697,Medium Delay
22560,Short Delay
15700,Medium Delay
20188,Short Delay
34693,Short Delay
19883,Long Delay
6193,Short Delay
28243,Short Delay
23378,Medium Delay
28278,Short Delay
12359,Medium Delay
28906,Medium Delay
30813,Long Delay
12663,Medium Delay
13914,Medium Delay
19153,Short Delay
1358,Medium Delay
14595,Medium Delay
1014,Short Delay
15843,Short Delay
12417,Short Delay
24968,Long Delay
20746,Medium Delay
12479,Medium Delay
26433,Medium Delay
12795,Medium Delay
31601,Short Delay
2570,Short Delay
7828,Short Delay
20442,Long Delay
11747,Short Delay
23536,Medium Delay
12928,Short Delay
2978,Medium Delay
9796,Short Delay
14613,Short Delay
5946,Medium Delay
8299,Short Delay
8409,Medium Delay
22368,Short Delay
10652,Short Delay
12606,Short Delay
31137,Short Delay
13219,Medium Delay
7660,Medium Delay
28743,Short Delay
9944,Medium Delay
18354,Short Delay
32934,Short Delay
6610,Medium Delay
4999,Short Delay
17996,Medium Delay
8541,Short Delay
33942,Medium Delay
11367,Medium Delay
30914,Short Delay
4010,Medium Delay
11841,Short Delay
24180,Short Delay
11249,Medium Delay
29078,Short Delay
18842,Medium Delay
18946,Short Delay
21095,Short Delay
33554,Medium Delay
5675,Short Delay
6436,Medium Delay
6339,Medium Delay
16700,Short Delay
7882,Long Delay
34505,Medium Delay
35180,Long Delay
17084,Medium Delay
34719,Short Delay
11387,Medium Delay
13393,Short Delay
2005,Short Delay
10097,Short Delay
17725,Long Delay
5321,Short Delay
15464,Medium Delay
23131,Short Delay
29960,Medium Delay
23317,Short Delay
16498,Short Delay
31549,Medium Delay
12914,Long Delay
23105,Medium Delay
19737,Short Delay
5772,Medium Delay
9996,Long Delay
26147,Long Delay
34129,Medium Delay
23627,Medium Delay
27180,Medium Delay
24645,Short Delay
1334,Short Delay
18914,Short Delay
21106,Medium Delay
26902,Short Delay
19175,Long Delay
10437,Short Delay
31348,Medium Delay
11970,Short Delay
1584,Short Delay
24009,Short Delay
22430,Medium Delay
15219,Medium Delay
23549,Short Delay
20226,Medium Delay
16072,Long Delay
259,Medium Delay
10695,Medium Delay
8179,Medium Delay
26421,Short Delay
3737,Medium Delay
6092,Medium Delay
17622,Medium Delay
26007,Short Delay
12455,Medium Delay
33401,Short Delay
25264,Short Delay
670,Short Delay
1058,Medium Delay
2230,Short Delay
9073,Medium Delay
24309,Short Delay
24438,Short Delay
10522,Short Delay
34460,Short Delay
9946,Short Delay
4527,Short Delay
25773,Short Delay
32161,Short Delay
1329,Short Delay
20453,Medium Delay
29361,Short Delay
2059,Short Delay
5279,Medium Delay
18296,Short Delay
4792,Short Delay
3603,Medium Delay
15188,Medium Delay
2644,Short Delay
11752,Short Delay
12097,Medium Delay
15214,Medium Delay
20504,Short Delay
11231,Medium Delay
33610,Long Delay
716,Short Delay
1989,Short Delay
3391,Short Delay
3421,Medium Delay
13641,Short Delay
29728,Short Delay
24131,Short Delay
1792,Medium Delay
22132,Long Delay
31410,Short Delay
7030,Short Delay
22727,Short Delay
30051,Short Delay
28325,Short Delay
9916,Medium Delay
8213,Short Delay
11634,Short Delay
13608,Short Delay
16734,Medium Delay
29265,Short Delay
13059,Short Delay
8807,Short Delay
17120,Medium Delay
25595,Medium Delay
30469,Medium Delay
10463,Medium Delay
28634,Short Delay
455,Medium Delay
9635,Short Delay
33098,Short Delay
22439,Short Delay
14675,Medium Delay
564,Short Delay
4226,Short Delay
1235,Short Delay
34476,Medium Delay
17716,Medium Delay
15006,Short Delay
22921,Short Delay
24120,Short Delay
22666,Short Delay
32554,Medium Delay
20926,Long Delay
3864,Short Delay
25437,Medium Delay
8026,Short Delay
29141,Short Delay
6694,Short Delay
21822,Short Delay
27864,Medium Delay
17097,Medium Delay
16771,Long Delay
31944,Medium Delay
1120,Short Delay
22121,Long Delay
12844,Long Delay
29878,Medium Delay
25155,Short Delay
15709,Short Delay
23040,Short Delay
5038,Short Delay
27512,Medium Delay
22584,Short Delay
28653,Long Delay
15272,Medium Delay
26810,Medium Delay
12755,Medium Delay
21010,Medium Delay
1832,Short Delay
23881,Medium Delay
825,Medium Delay
31074,Medium Delay
12517,Medium Delay
3286,Short Delay
1797,Short Delay
318,Short Delay
32576,Medium Delay
13965,Medium Delay
31106,Short Delay
13890,Medium Delay
16423,Short Delay
6418,Short Delay
21031,Short Delay
15573,Long Delay
24749,Medium Delay
8670,Short Delay
25394,Short Delay
22042,Medium Delay
4400,Short Delay
21759,Medium Delay
23407,Medium Delay
7923,Long Delay
33780,Short Delay
31392,Medium Delay
10202,Short Delay
9860,Short Delay
10532,Short Delay
28056,Medium Delay
9270,Short Delay
11734,Medium Delay
10316,Medium Delay
4299,Medium Delay
23489,Medium Delay
31210,Short Delay
20655,Short Delay
27957,Medium Delay
3580,Short Delay
2949,Short Delay
20582,Medium Delay
28718,Medium Delay
32006,Medium Delay
8883,Short Delay
33324,Medium Delay
20540,Medium Delay
2349,Short Delay
24348,Medium Delay
14252,Short Delay
18082,Long Delay
2195,Medium Delay
30503,Short Delay
14886,Short Delay
5892,Short Delay
20249,Medium Delay
19114,Medium Delay
16296,Short Delay
29509,Medium Delay
31584,Medium Delay
32755,Short Delay
33266,Short Delay
16876,Short Delay
31173,Medium Delay
6759,Short Delay
18773,Medium Delay
9008,Medium Delay
28372,Long Delay
28684,Short Delay
13780,Long Delay
482,Short Delay
30343,Medium Delay
23896,Short Delay
12148,Long Delay
29816,Long Delay
3068,Short Delay
18598,Short Delay
27550,Medium Delay
5839,Medium Delay
7896,Short Delay
34201,Short Delay
34988,Medium Delay
7529,Medium Delay
12781,Short Delay
17844,Medium Delay
12177,Medium Delay
31514,Medium Delay
331,Medium Delay
9521,Short Delay
31544,Short Delay
27526,Short Delay
14088,Medium Delay
1771,Short Delay
16402,Short Delay
34559,Short Delay
8467,Short Delay
32943,Short Delay
13347,Short Delay
11893,Long Delay
10011,Short Delay
27509,Short Delay
29329,Medium Delay
8111,Long Delay
18958,Medium Delay
4987,Short Delay
26192,Short Delay
32945,Medium Delay
16066,Short Delay
35075,Short Delay
17518,Medium Delay
7731,Medium Delay
14225,Long Delay
34475,Medium Delay
17,Short Delay
20539,Short Delay
19297,Medium Delay
394,Short Delay
18294,Short Delay
22023,Short Delay
15951,Short Delay
3942,Medium Delay
5283,Medium Delay
26476,Short Delay
18009,Medium Delay
8819,Short Delay
28724,Long Delay
6321,Medium Delay
2916,Long Delay
12964,Short Delay
10064,Medium Delay
13973,Short Delay
19776,Long Delay
24809,Medium Delay
22181,Long Delay
5997,Medium Delay
33193,Long Delay
19526,Short Delay
5655,Short Delay
23817,Long Delay
27856,Short Delay
19211,Medium Delay
30299,Short Delay
29340,Medium Delay
23600,Long Delay
1132,Short Delay
20842,Short Delay
30124,Short Delay
27355,Medium Delay
12560,Medium Delay
30898,Short Delay
34466,Medium Delay
20154,Medium Delay
17775,Short Delay
28522,Medium Delay
15554,Medium Delay
25687,Short Delay
16478,Short Delay
30805,Medium Delay
7507,Short Delay
5377,Medium Delay
19061,Medium Delay
29895,Medium Delay
12647,Medium Delay
13894,Short Delay
3691,Short Delay
2068,Short Delay
21911,Long Delay
1781,Medium Delay
164,Medium Delay
75,Short Delay
17954,Medium Delay
27047,Short Delay
18367,Short Delay
14136,Medium Delay
9429,Short Delay
3749,Short Delay
14983,Long Delay
18120,Short Delay
8292,Short Delay
7723,Short Delay
17369,Long Delay
9404,Medium Delay
32310,Medium Delay
27356,Medium Delay
20804,Short Delay
34937,Short Delay
31487,Medium Delay
15493,Long Delay
10849,Short Delay
23287,Short Delay
12146,Short Delay
62,Medium Delay
5519,Short Delay
870,Short Delay
17380,Medium Delay
13356,Medium Delay
15659,Medium Delay
14644,Short Delay
5951,Medium Delay
26663,Short Delay
27695,Short Delay
32729,Long Delay
7053,Short Delay
19643,Short Delay
16634,Short Delay
13728,Medium Delay
24754,Long Delay
12310,Medium Delay
4246,Medium Delay
31003,Medium Delay
33950,Long Delay
16681,Short Delay
14148,Medium Delay
3384,Short Delay
21132,Short Delay
11188,Short Delay
13714,Short Delay
10470,Short Delay
9093,Short Delay
35248,Medium Delay
32872,Short Delay
30087,Short Delay
24493,Medium Delay
2457,Medium Delay
7215,Short Delay
30638,Medium Delay
14805,Long Delay
27762,Short Delay
9719,Medium Delay
29356,Short Delay
24197,Long Delay
31911,Short Delay
12965,Medium Delay
3304,Short Delay
7451,Long Delay
12907,Short Delay
11635,Short Delay
27144,Medium Delay
32140,Medium Delay
8108,Medium Delay
12824,Medium Delay
1187,Medium Delay
32634,Medium Delay
3689,Short Delay
19620,Long Delay
25575,Short Delay
17416,Short Delay
18628,Short Delay
5705,Short Delay
15517,Medium Delay
23336,Medium Delay
18154,Medium Delay
6827,Short Delay
12374,Short Delay
5371,Medium Delay
14256,Medium Delay
7298,Medium Delay
12084,Short Delay
29606,Medium Delay
32931,Medium Delay
20695,Medium Delay
15108,Short Delay
20313,Medium Delay
7097,Medium Delay
10208,Short Delay
27719,Short Delay
23657,Medium Delay
31918,Short Delay
7000,Short Delay
13868,Short Delay
52,Medium Delay
24681,Short Delay
9912,Short Delay
23278,Short Delay
15380,Short Delay
17364,Short Delay
19993,Medium Delay
17305,Short Delay
22895,Medium Delay
14120,Medium Delay
21531,Medium Delay
31649,Medium Delay
32899,Short Delay
8091,Short Delay
23835,Short Delay
7119,Short Delay
31239,Short Delay
25655,Short Delay
18204,Medium Delay
6951,Medium Delay
6582,Short Delay
9281,Medium Delay
7501,Medium Delay
32461,Medium Delay
1729,Medium Delay
27434,Short Delay
34715,Short Delay
14340,Medium Delay
18600,Short Delay
6019,Medium Delay
8521,Medium Delay
1955,Short Delay
2128,Short Delay
3714,Short Delay
13385,Short Delay
13490,Medium Delay
16255,Short Delay
28765,Medium Delay
24372,Medium Delay
18374,Medium Delay
3253,Short Delay
20629,Short Delay
23064,Medium Delay
29169,Medium Delay
22717,Medium Delay
7585,Short Delay
22564,Short Delay
9545,Short Delay
7676,Medium Delay
32776,Short Delay
29860,Short Delay
33619,Short Delay
4592,Medium Delay
15355,Short Delay
25200,Medium Delay
669,Medium Delay
17082,Medium Delay
8736,Medium Delay
19797,Short Delay
23990,Long Delay
14191,Medium Delay
18923,Long Delay
9878,Medium Delay
1098,Short Delay
7459,Short Delay
11307,Medium Delay
13685,Short Delay
16759,Short Delay
13539,Medium Delay
1506,Medium Delay
34017,Long Delay
1566,Short Delay
16644,Medium Delay
34079,Medium Delay
16545,Short Delay
2951,Medium Delay
27283,Medium Delay
10841,Short Delay
28163,Short Delay
29058,Medium Delay
33099,Short Delay
5315,Short Delay
11689,Short Delay
27204,Short Delay
15638,Medium Delay
27286,Short Delay
13836,Medium Delay
27470,Medium Delay
31028,Short Delay
14656,Short Delay
23297,Medium Delay
24886,Medium Delay
5124,Medium Delay
13025,Medium Delay
31551,Medium Delay
4161,Long Delay
14359,Long Delay
280,Long Delay
31701,Short Delay
27667,Medium Delay
6571,Short Delay
33711,Medium Delay
33215,Medium Delay
24792,Medium Delay
31754,Medium Delay
16856,Short Delay
19337,Short Delay
11975,Long Delay
16239,Short Delay
15210,Short Delay
19569,Medium Delay
25086,Long Delay
28091,Medium Delay
25644,Short Delay
34266,Medium Delay
32008,Short Delay
35116,Medium Delay
8596,Medium Delay
13681,Short Delay
1534,Medium Delay
20801,Short Delay
34506,Short Delay
33973,Medium Delay
16162,Medium Delay
28589,Medium Delay
12135,Medium Delay
32534,Medium Delay
29499,Short Delay
32954,Medium Delay
10642,Medium Delay
24518,Medium Delay
12574,Medium Delay
33015,Long Delay
29309,Short Delay
26357,Medium Delay
25852,Short Delay
9292,Medium Delay
8992,Short Delay
11103,Short Delay
34407,Short Delay
2468,Short Delay
16257,Short Delay
22507,Short Delay
10982,Short Delay
22413,Long Delay
10868,Medium Delay
29734,Medium Delay
8824,Short Delay
33511,Short Delay
11822,Medium Delay
23226,Short Delay
7150,Medium Delay
20720,Short Delay
25296,Short Delay
22429,Short Delay
8208,Short Delay
34056,Long Delay
7319,Long Delay
26804,Medium Delay
26537,Short Delay
22127,Short Delay
7850,Short Delay
1013,Short Delay
12749,Short Delay
13468,Short Delay
14336,Short Delay
3971,Medium Delay
22621,Short Delay
27351,Medium Delay
1304,Medium Delay
27894,Short Delay
25598,Medium Delay
7149,Short Delay
28135,Short Delay
31376,Short Delay
9255,Short Delay
5872,Short Delay
373,Long Delay
9278,Short Delay
29257,Short Delay
33542,Medium Delay
11259,Short Delay
3251,Short Delay
30269,Medium Delay
5836,Medium Delay
16093,Medium Delay
19068,Short Delay
31275,Short Delay
6137,Short Delay
13118,Short Delay
1646,Short Delay
34156,Short Delay
6658,Long Delay
30596,Medium Delay
25141,Medium Delay
1561,Short Delay
25957,Medium Delay
17879,Short Delay
25376,Medium Delay
3083,Short Delay
23684,Short Delay
8593,Short Delay
30766,Short Delay
13398,Short Delay
14333,Medium Delay
3821,Medium Delay
20203,Long Delay
20432,Short Delay
21110,Short Delay
14429,Medium Delay
14641,Short Delay
15496,Short Delay
29550,Short Delay
14221,Short Delay
395,Medium Delay
5245,Short Delay
4731,Medium Delay
27103,Medium Delay
8285,Short Delay
34343,Short Delay
34215,Short Delay
11074,Medium Delay
22739,Medium Delay
4216,Medium Delay
17812,Long Delay
30199,Medium Delay
11210,Long Delay
22147,Short Delay
13700,Short Delay
20820,Short Delay
31833,Medium Delay
33721,Short Delay
13577,Medium Delay
23081,Short Delay
16917,Short Delay
14321,Short Delay
7257,Short Delay
909,Short Delay
11375,Short Delay
15045,Medium Delay
24088,Medium Delay
873,Medium Delay
30539,Short Delay
34487,Short Delay
27051,Short Delay
34953,Short Delay
12228,Short Delay
24040,Medium Delay
17244,Long Delay
5,Short Delay
35190,Medium Delay
14034,Medium Delay
5044,Short Delay
17243,Short Delay
34281,Medium Delay
22208,Short Delay
16671,Short Delay
22655,Short Delay
11986,Short Delay
17870,Long Delay
20069,Short Delay
18880,Short Delay
4824,Medium Delay
25986,Short Delay
4769,Short Delay
31989,Medium Delay
5267,Short Delay
32467,Medium Delay
26618,Medium Delay
16234,Short Delay
20308,Medium Delay
16317,Medium Delay
29988,Short Delay
19086,Medium Delay
21340,Medium Delay
8605,Short Delay
33846,Medium Delay
23940,Short Delay
196,Short Delay
29144,Short Delay
10483,Long Delay
7091,Medium Delay
13771,Medium Delay
31476,Short Delay
17480,Short Delay
18916,Medium Delay
20139,Medium Delay
13772,Medium Delay
2329,Short Delay
4401,Short Delay
27722,Short Delay
25563,Short Delay
11990,Short Delay
21208,Medium Delay
25459,Short Delay
15232,Long Delay
19699,Short Delay
6058,Short Delay
32479,Short Delay
3028,Medium Delay
14930,Long Delay
27983,Short Delay
6431,Medium Delay
25841,Long Delay
8679,Medium Delay
32044,Medium Delay
10750,Short Delay
21328,Long Delay
1080,Short Delay
14630,Medium Delay
8106,Short Delay
22797,Long Delay
28913,Short Delay
13656,Medium Delay
19240,Medium Delay
3459,Medium Delay
19421,Medium Delay
4868,Short Delay
23732,Medium Delay
4119,Short Delay
16837,Short Delay
1914,Short Delay
14628,Medium Delay
1337,Medium Delay
9800,Short Delay
18207,Long Delay
19642,Medium Delay
19343,Medium Delay
9465,Short Delay
2175,Medium Delay
10187,Medium Delay
23916,Medium Delay
13547,Short Delay
11327,Short Delay
10567,Short Delay
16312,Medium Delay
17553,Short Delay
13666,Long Delay
16783,Long Delay
32718,Long Delay
27705,Short Delay
30224,Medium Delay
11104,Short Delay
6644,Short Delay
34678,Short Delay
9976,Short Delay
2293,Short Delay
21034,Short Delay
16563,Medium Delay
25316,Short Delay
15476,Short Delay
21557,Medium Delay
3727,Medium Delay
12184,Medium Delay
7709,Short Delay
64,Short Delay
32399,Short Delay
2142,Medium Delay
13235,Medium Delay
23596,Medium Delay
12206,Short Delay
4267,Short Delay
10827,Medium Delay
21187,Short Delay
9447,Short Delay
29470,Medium Delay
9648,Short Delay
35212,Short Delay
15160,Short Delay
26509,Medium Delay
20319,Short Delay
25692,Medium Delay
11023,Medium Delay
94,Medium Delay
9522,Short Delay
13350,Medium Delay
28849,Long Delay
23227,Short Delay
31302,Medium Delay
27476,Short Delay
34528,Short Delay
22875,Medium Delay
14019,Short Delay
23137,Long Delay
26723,Medium Delay
27804,Short Delay
11799,Medium Delay
23485,Short Delay
14798,Medium Delay
22194,Short Delay
8973,Medium Delay
27023,Long Delay
27823,Medium Delay
12059,Medium Delay
17600,Short Delay
13897,Short Delay
34930,Medium Delay
6576,Long Delay
29501,Medium Delay
15873,Long Delay
22651,Medium Delay
31798,Long Delay
21436,Medium Delay
18344,Short Delay
19612,Medium Delay
3115,Medium Delay
4867,Short Delay
22706,Short Delay
30061,Medium Delay
6297,Short Delay
15322,Short Delay
20210,Short Delay
7842,Medium Delay
18546,Medium Delay
7591,Medium Delay
28269,Medium Delay
14279,Medium Delay
13802,Short Delay
24076,Medium Delay
21737,Short Delay
3664,Medium Delay
32025,Long Delay
13528,Medium Delay
21739,Medium Delay
25533,Short Delay
29629,Short Delay
33165,Short Delay
14331,Medium Delay
10196,Long Delay
6888,Medium Delay
18046,Long Delay
27214,Short Delay
26460,Medium Delay
26074,Medium Delay
34940,Short Delay
23632,Medium Delay
33749,Medium Delay
30295,Medium Delay
16853,Short Delay
32149,Medium Delay
899,Medium Delay
6286,Medium Delay
4471,Short Delay
32152,Medium Delay
26969,Medium Delay
30970,Medium Delay
1972,Medium Delay
2871,Short Delay
10242,Short Delay
26524,Short Delay
6048,Short Delay
33430,Medium Delay
4333,Medium Delay
15390,Long Delay
24889,Medium Delay
25226,Short Delay
27510,Medium Delay
4712,Long Delay
30005,Medium Delay
14204,Short Delay
35073,Short Delay
7940,Medium Delay
4488,Medium Delay
21466,Short Delay
23288,Medium Delay
4966,Short Delay
16994,Long Delay
544,Short Delay
27616,Medium Delay
31616,Medium Delay
28134,Short Delay
35128,Short Delay
14270,Medium Delay
4159,Medium Delay
15134,Short Delay
24489,Short Delay
7560,Medium Delay
27233,Medium Delay
29302,Long Delay
24555,Short Delay
34906,Short Delay
4655,Medium Delay
13856,Short Delay
9751,Medium Delay
35250,Medium Delay
4622,Medium Delay
34757,Short Delay
29958,Short Delay
24918,Short Delay
3217,Short Delay
3837,Short Delay
17348,Medium Delay
17330,Short Delay
16355,Short Delay
34805,Short Delay
22027,Medium Delay
9658,Short Delay
31810,Short Delay
9821,Short Delay
17473,Medium Delay
4224,Short Delay
